index
300
189	287	8
215	273	9
221	284	9
230	265	11
222	281	13
220	250	13
151	280	16
230	265	19
359	297	20
146	251	20
297	280	21
223	263	21
233	299	21
173	311	21
197	266	22
154	319	22
332	264	23
300	276	23
151	274	24
179	347	24
387	297	24
316	268	24
389	277	25
137	299	25
233	289	26
154	259	26
346	269	26
336	299	26
324	259	27
193	218	27
213	333	27
175	277	27
168	318	27
173	307	23
240	254	25
160	299	28
147	329	28
143	326	28
113	293	28
344	268	29
311	310	29
412	269	29
184	239	29
199	314	29
121	268	30
158	247	30
315	261	30
340	330	30
318	266	31
373	334	31
212	228	31
329	322	32
413	281	33
227	308	33
176	295	33
118	325	33
154	311	34
106	230	34
362	282	34
380	309	35
213	323	35
252	166	35
132	209	35
108	271	36
107	265	36
237	179	36
413	284	36
340	356	36
342	300	37
423	247	37
349	353	37
134	202	37
172	332	38
173	215	38
364	351	39
346	367	39
126	252	39
190	181	39
119	316	39
218	329	39
212	306	39
374	292	40
338	350	40
387	311	40
131	322	41
230	190	41
403	211	40
390	214	40
421	252	41
191	355	42
163	308	42
174	159	42
204	316	43
353	344	43
366	370	44
304	329	44
369	239	44
149	250	44
192	367	45
180	299	45
397	303	45
367	354	45
175	184	46
134	186	46
416	261	46
367	346	47
382	349	47
317	321	47
148	232	47
201	176	47
256	139	47
191	317	48
154	345	48
104	291	48
115	214	48
111	195	48
358	348	48
381	180	48
415	210	48
423	274	49
183	164	49
117	275	49
96	287	50
347	338	50
416	194	51
343	322	51
155	324	51
216	168	51
227	149	52
97	333	52
157	328	53
173	298	53
403	188	52
387	250	52
391	351	52
320	351	53
426	203	53
414	263	54
350	150	54
105	302	54
127	297	54
113	326	54
102	207	54
146	231	55
414	183	55
358	361	56
304	353	56
387	240	56
141	296	56
90	227	56
142	181	56
99	206	57
118	184	57
137	196	57
219	305	57
379	199	57
412	202	57
294	346	57
405	316	58
319	333	58
405	268	58
424	201	58
107	234	58
140	378	58
125	284	59
165	276	59
176	220	59
208	154	59
304	348	59
336	359	59
396	241	59
414	316	60
370	215	60
414	237	60
141	342	60
128	320	60
105	282	60
138	230	60
165	288	61
150	296	61
81	238	61
346	312	61
360	293	61
392	300	61
431	208	61
356	296	62
415	164	62
205	296	62
101	217	62
137	260	63
170	378	63
102	195	63
312	333	63
298	336	63
363	374	63
425	274	63
398	208	64
117	296	64
81	292	64
174	345	64
168	183	64
137	334	65
144	206	65
388	306	65
429	266	66
407	293	66
414	183	66
92	243	66
165	278	66
204	212	66
116	240	67
364	350	67
361	280	67
406	239	67
144	288	68
113	258	68
172	188	68
164	142	68
116	307	69
425	307	69
412	184	70
375	292	70
133	249	70
218	246	71
403	314	71
391	306	71
392	216	71
408	153	72
408	207	72
331	331	72
106	356	72
83	313	72
174	145	72
83	233	73
130	358	73
351	356	73
352	339	73
401	146	73
390	315	74
102	240	74
220	254	74
78	298	74
139	365	74
113	157	74
100	364	75
132	222	75
147	240	75
202	339	75
435	290	75
358	386	77
317	352	76
324	313	76
94	216	76
165	205	78
91	232	78
301	324	79
398	288	79
120	188	79
167	262	79
221	274	80
82	227	80
180	124	80
399	240	81
417	261	81
78	199	81
96	279	81
173	362	82
153	170	82
126	340	83
70	325	83
426	187	84
92	207	84
127	354	85
376	272	85
366	352	86
89	172	86
70	284	86
157	341	86
101	347	87
120	364	87
66	260	87
411	357	87
183	302	90
83	197	89
417	230	90
349	358	90
380	225	91
298	341	89
68	213	91
336	375	92
124	362	93
96	321	94
380	328	94
385	361	95
64	281	95
187	343	96
438	286	96
389	346	97
137	378	97
146	370	98
