index
300
320	322	8
317	306	8
170	336	10
342	301	10
304	278	11
331	306	12
293	319	12
314	284	13
181	276	13
192	319	13
196	304	14
185	288	14
334	272	14
340	283	14
324	301	14
311	304	15
292	307	15
183	312	15
309	296	16
360	300	16
312	326	16
317	234	17
153	342	17
151	271	17
185	288	18
173	261	18
308	331	18
358	275	19
339	289	19
310	218	19
350	360	19
140	272	19
164	331	20
158	292	20
373	324	20
335	286	20
316	266	20
344	260	20
187	291	21
152	266	21
150	277	22
141	303	22
166	313	22
182	362	22
345	217	22
327	305	22
309	226	22
390	287	23
307	198	23
348	248	23
172	344	23
155	269	23
169	298	24
320	270	25
333	270	25
209	329	25
142	296	25
131	300	26
175	249	26
343	281	26
344	225	26
388	337	27
346	263	27
327	301	27
169	317	27
161	278	27
160	312	28
174	227	28
341	275	28
374	314	28
307	367	29
180	251	29
185	224	29
168	327	30
108	304	30
170	191	30
162	267	31
180	195	31
180	323	32
168	222	32
317	199	32
354	207	32
395	287	32
343	331	33
177	219	33
141	345	33
137	296	33
138	245	33
140	294	34
328	368	34
408	301	34
395	272	34
364	220	35
169	180	35
130	219	35
119	281	35
171	382	35
321	363	36
323	173	36
340	371	36
396	236	37
390	366	37
166	267	37
98	283	37
203	360	37
165	237	38
202	310	38
129	294	38
180	262	38
166	310	39
173	157	39
135	309	40
165	256	40
193	358	40
396	240	40
365	210	40
334	149	40
400	301	40
353	210	41
366	278	41
120	373	41
178	304	41
138	247	41
140	183	41
172	360	42
148	244	42
179	183	42
337	353	42
316	170	42
367	371	43
395	351	43
325	151	43
390	278	43
207	157	43
142	272	43
209	357	44
180	170	44
392	338	44
403	333	44
411	335	44
362	389	44
315	150	44
310	138	44
355	350	45
396	226	45
171	142	45
187	204	45
188	328	45
120	278	46
144	210	46
341	237	46
406	264	46
317	368	46
383	276	47
358	243	47
377	195	47
327	145	47
134	275	47
195	216	47
169	375	47
90	255	47
164	280	48
356	209	48
393	341	48
368	358	49
322	137	49
108	238	49
197	149	49
145	348	49
139	236	50
407	314	50
411	302	50
365	349	50
324	379	50
377	173	50
318	340	51
375	207	51
356	178	51
208	362	51
161	263	51
175	186	51
117	275	51
86	260	52
143	289	52
183	201	52
320	336	52
378	260	53
373	220	53
329	133	53
372	153	53
159	245	53
216	141	53
122	198	53
112	357	53
95	280	54
333	402	54
368	255	54
391	225	55
358	354	55
147	323	55
109	218	55
366	377	56
192	226	56
161	238	57
111	243	57
233	322	57
115	340	57
413	234	57
161	248	58
161	382	58
113	321	59
130	304	59
155	300	59
133	222	59
354	337	59
403	244	58
400	194	59
386	343	60
385	165	59
401	268	60
409	283	60
199	322	60
106	362	60
174	202	60
180	321	61
156	390	61
126	166	61
412	282	61
369	329	61
421	222	62
325	396	62
345	374	62
373	306	62
205	323	62
223	320	62
133	296	62
195	146	62
108	372	63
130	279	63
394	216	63
383	219	63
421	297	64
341	286	64
333	387	64
315	329	64
310	350	64
441	253	66
432	260	66
417	321	66
353	354	65
148	200	64
151	152	63
164	129	65
214	330	65
214	299	65
139	280	66
158	167	67
80	278	67
224	313	67
229	298	67
374	275	67
374	392	68
397	321	68
423	176	68
175	172	68
155	275	68
108	344	69
111	283	69
165	345	69
199	162	69
112	170	72
106	165	72
108	324	71
313	334	69
434	232	73
409	244	73
351	282	72
360	282	72
198	370	72
181	318	73
193	187	74
362	390	80
325	327	80
351	381	78
345	388	77
348	370	77
319	360	77
412	159	77
206	305	77
369	252	75
340	390	71
413	364	76
424	355	76
372	382	76
316	376	76
204	331	76
186	376	78
210	310	79
146	405	82
323	337	81
